date,trial,fr,fr_prp,uo_prp,uo_resps,uo_fr_resps,uo_uo_resps,localrate,timeouts,p_to,p_to_sr,sr_rate,iri,max_fr
12/18/17,5.0,125,34.68,,0,0,0,140.056,0,0.0,0.0,6.723,8.925,150
12/18/17,6.0,150,,20.41,0,0,0,151.337,3,0.5,0.5,5.581,10.752,150
12/18/17,7.0,175,*,*,*,*,*,*,*,*,*,*,*,150
12/18/17,8.0,200,*,*,*,*,*,*,*,*,*,*,*,150
12/18/17,9.0,225,*,*,*,*,*,*,*,*,*,*,*,150
12/19/17,1.0,25,,,0,0,0,101.557,0,0.0,0.0,24.374,2.462,175
12/19/17,2.0,50,23.43,,0,0,0,195.313,0,0.0,0.0,23.438,2.56,175
12/19/17,3.0,75,11.19,,0,0,0,132.042,0,0.0,0.0,10.563,5.68,175
12/19/17,4.0,100,6.7800000000000002,,0,0,0,68.19,0,0.0,0.0,4.091,14.665,175
12/19/17,5.0,125,9.5500000000000007,2.3799999999999999,1,0,1,102.194,1,0.1429,0.16667,4.751,12.628,175
12/19/17,6.0,150,,67.950000000000003,3,0,3,134.912,4,0.5714,0.66667,1.355,44.277,175
12/19/17,7.0,175,18.280000000000001,,0,0,0,22.039,1,0.1429,0.16667,16.529,3.63,175
12/19/17,8.0,200,*,*,*,*,*,*,*,*,*,*,*,175
12/19/17,9.0,225,*,*,*,*,*,*,*,*,*,*,*,175
12/20/17,1.0,25,,14.710000000000001,0,0,0,114.943,1,0.1667,0.2,22.989,2.61,150
12/20/17,2.0,50,6.7400000000000002,,0,0,0,192.555,0,0.0,0.0,19.255,3.116,150
12/20/17,3.0,75,9.7599999999999998,,0,0,0,168.161,0,0.0,0.0,11.211,5.352,150
12/20/17,4.0,100,8.9199999999999999,,0,0,0,109.091,0,0.0,0.0,5.455,11.0,150
12/20/17,5.0,125,10.300000000000001,,0,0,0,131.51,0,0.0,0.0,5.26,11.406,150
12/20/17,6.0,150,11.220000000000001,,0,0,0,110.129,0,0.0,0.0,10.197,5.884,150
12/20/17,7.0,175,*,*,*,*,*,*,*,*,*,*,*,150
12/20/17,8.0,200,*,*,*,*,*,*,*,*,*,*,*,150
12/20/17,9.0,225,*,*,*,*,*,*,*,*,*,*,*,150
12/21/17,1.0,25,,,0,0,0,126.369,0,0.0,0.0,25.274,2.374,150
12/21/17,2.0,50,1.53,,0,0,0,143.13,0,0.0,0.0,14.313,4.192,150
12/21/17,3.0,75,6.3899999999999997,,0,0,0,178.288,0,0.0,0.0,11.886,5.048,150
12/21/17,4.0,100,3.2400000000000002,,0,0,0,118.577,0,0.0,0.0,5.929,10.12,150
12/21/17,5.0,125,48.75,0.53000000000000003,1,1,0,137.918,1,0.1667,0.2,5.463,10.982,150
12/21/17,6.0,150,*,*,*,*,*,*,*,*,*,*,*,150
12/21/17,7.0,175,*,*,*,*,*,*,*,*,*,*,*,150
12/21/17,8.0,200,*,*,*,*,*,*,*,*,*,*,*,150
12/21/17,9.0,225,*,*,*,*,*,*,*,*,*,*,*,150
